ID,Title,Year,Rating,Genre,Description,IMDb URL,Image URL
b899,24. Pushpa: The Rule - Part 2,2024,6.2,N/A,"A smuggling kingpin faces off against a vengeful rival while manipulating politics, making big deals, and navigating tense confrontations. A public apology leads to a dramatic showdown, ending with challenge.",https://www.imdb.com/title/tt16539454/?ref_=sr_t_24,"https://m.media-amazon.com/images/M/MV5BNWU1ZWFhNGQtZDhlZC00ZWFlLTlmNmEtN2VmYmZiN2Y5ZmQ2XkEyXkFqcGc@._V1_QL75_UX140_CR0,9,140,207_.jpg"
b900,25. NCIS,2003–,7.8,TV Series,"Follows the Major Case Response Team (MCRT) from the Naval Criminal Investigative Service (NCIS), as they get to the bottom of criminal cases connected to Navy and Marine Corps personnel.",https://www.imdb.com/title/tt0364845/?ref_=sr_t_25,"https://m.media-amazon.com/images/M/MV5BZGExNmI3NDMtMjYxYS00Y2ZmLTlkNmItMGNkNTQ1MzA1ZGM1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b901,1. Paradise,2025–,7.9,TV Series,A Secret Service agent investigates the murder of a former president in a seemingly peaceful community.,https://www.imdb.com/title/tt27444205/?ref_=sr_t_1,"https://m.media-amazon.com/images/M/MV5BODU0MGE1NzMtYzFiNS00OWY1LThmYTUtZDE5NDIwZDNmMWRlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b902,2. The Night Agent,2023–,7.5,TV Series,"Low-level FBI agent Peter Sutherland works in the basement of the White House manning a phone that never rings - until the night it does, propelling him into a conspiracy that leads all the way to the Oval Office.",https://www.imdb.com/title/tt13918776/?ref_=sr_t_2,"https://m.media-amazon.com/images/M/MV5BYjVmZWZkMTktODNiYS00YTYzLWE4NDAtYTgwOGFhYjc4ZGQ4XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
b903,3. The Fantastic Four: First Steps,2025,N/A,N/A,"Marvel's First Family face their most daunting challenge yet. Forced to balance their roles as heroes with the strength of their family bond, they must defend Earth from a ravenous space god called Galactus and his herald, Silver Surfer.",https://www.imdb.com/title/tt10676052/?ref_=sr_t_3,"https://m.media-amazon.com/images/M/MV5BOGI1YmY2OGMtYTZkYi00ZTI2LWEwZjUtNzVmY2Q2MjA1MGFkXkEyXkFqcGc@._V1_QL75_UX140_CR0,21,140,207_.jpg"
b904,4. Jurassic World Rebirth,2025,N/A,N/A,"Five years post-Jurassic World Dominion, an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",https://www.imdb.com/title/tt31036941/?ref_=sr_t_4,"https://m.media-amazon.com/images/M/MV5BYjlmODRkM2YtMDAxOS00ZTA5LTgyYWYtZWI2NjRjMzRkODU0XkEyXkFqcGc@._V1_QL75_UX140_CR0,7,140,207_.jpg"
b905,5. The Recruit,2022–,7.4,TV Series,"Owen Hendricks, a CIA lawyer becomes involved in massive international conflicts with dangerous parties after an asset tries to expose her relationship to the agency.",https://www.imdb.com/title/tt16030542/?ref_=sr_t_5,"https://m.media-amazon.com/images/M/MV5BOTgyOGQ3ZTEtMGQ0Ni00YjI1LTgxYjItOTJjMjhiZWE1YWZkXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b906,6. Invincible,2021–,8.6,TV Series,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,https://www.imdb.com/title/tt6741278/?ref_=sr_t_6,"https://m.media-amazon.com/images/M/MV5BZjE4ZDU4ZjMtZjliYS00M2ZmLThkNTItN2U3MmJjOGU0NmIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b907,7. American Primeval,2025,8.1,TV Mini Series,"It follows the gritty and adventurous exploration of the birth of the American West, the violent collisions of cults, religion, and men and women fighting for control of the new world.",https://www.imdb.com/title/tt24069848/?ref_=sr_t_7,"https://m.media-amazon.com/images/M/MV5BZDQ5ZDVkOWUtZTM2NC00MDcxLTgzY2ItNmJkOGVkMTRmZmQxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b908,8. Squid Game,2021–2025,8.0,TV Series,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes: a survival game that has a whopping 45.6 billion-won prize at stake.",https://www.imdb.com/title/tt10919420/?ref_=sr_t_8,"https://m.media-amazon.com/images/M/MV5BMTg5NjY0NGEtMDFhOS00MzJiLTg1NWEtZDhhNWQ5MmE4ZWIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b909,9. Game of Thrones,2011–2019,9.2,TV Series,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",https://www.imdb.com/title/tt0944947/?ref_=sr_t_9,"https://m.media-amazon.com/images/M/MV5BMTNhMDJmNmYtNDQ5OS00ODdlLWE0ZDAtZTgyYTIwNDY3OTU3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b910,10. The Rookie,2018–,8.0,TV Series,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",https://www.imdb.com/title/tt7587890/?ref_=sr_t_10,"https://m.media-amazon.com/images/M/MV5BMzc2MDdkZDUtZjZlYy00MGMyLWJkNzUtMTMxY2FkZjZjYmEyXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
b911,11. Gladiator II,2024,6.6,N/A,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.",https://www.imdb.com/title/tt9218128/?ref_=sr_t_11,"https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b912,12. Captain America: Brave New World,2025,6.1,N/A,"Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.",https://www.imdb.com/title/tt14513804/?ref_=sr_t_12,"https://m.media-amazon.com/images/M/MV5BNDRjY2E0ZmEtN2QwNi00NTEwLWI3MWItODNkMGYwYWFjNGE0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b913,13. Your Friendly Neighborhood Spider-Man,2025–,6.5,TV Series,"The animated series follows Peter Parker on his way to becoming Spider-Man in the MCU, with a journey unlike we've ever seen and a style that celebrates the character's early comic book roots.",https://www.imdb.com/title/tt16027074/?ref_=sr_t_13,"https://m.media-amazon.com/images/M/MV5BNjdiYjdmNGQtZTgzZC00MzgzLThkODctYzM4ZjRjOWJmNWFhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b914,14. Dog Man,2025,6.4,N/A,"Dog Man, half dog and half man, he is sworn to protect and serve as he doggedly pursues the feline supervillain Petey the Cat.",https://www.imdb.com/title/tt10954718/?ref_=sr_t_14,"https://m.media-amazon.com/images/M/MV5BNDVlZGQyM2MtNjA2OS00MjdkLThiNDQtZTYzMTA1MGU3M2M0XkEyXkFqcGc@._V1_QL75_UX140_CR0,7,140,207_.jpg"
b915,15. The Day of the Jackal,2024–,8.2,TV Series,The Jackal is an elusive assassin who makes his living carrying out hits for the highest fee. He soon meets his match in a tenacious British intelligence officer who tracks him down in a thrilling cat-and-mouse chase across Europe.,https://www.imdb.com/title/tt24053860/?ref_=sr_t_15,"https://m.media-amazon.com/images/M/MV5BYmI3NDY1MGYtNTJmNy00NjA3LTk1OWUtM2IyN2M3MjFiMTZkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
b916,16. Sonic the Hedgehog 3,2024,7.0,N/A,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.",https://www.imdb.com/title/tt18259086/?ref_=sr_t_16,"https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
b917,17. Flight Risk,2025,5.5,N/A,"A pilot transports an Air Marshal accompanying a fugitive to trial. As they cross the Alaskan wilderness, tensions soar and trust is tested, as not everyone on board is who they seem.",https://www.imdb.com/title/tt10078772/?ref_=sr_t_17,"https://m.media-amazon.com/images/M/MV5BY2Q3YjMyZjItNjdjNS00NzFjLTljMWYtMmZjMGQ5YTVjYWY5XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b918,18. The Hunting Party,2025–,6.2,TV Series,"Follows a small team of investigators who are assembled to track down and capture the most dangerous killers ever seen, all of whom have just escaped from a top-secret prison that's not supposed to exist.",https://www.imdb.com/title/tt21906554/?ref_=sr_t_18,"https://m.media-amazon.com/images/M/MV5BYmQ2MWUzMDYtZmUzYS00MjRmLWJkMjktOTgxN2M0ZjE5NDZlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b919,19. Back in Action,2025,5.9,N/A,Former CIA spies Emily and Matt are pulled back into espionage after their secret identities are exposed.,https://www.imdb.com/title/tt21191806/?ref_=sr_t_19,"https://m.media-amazon.com/images/M/MV5BMWQ4YWYxYTAtZTlhNC00Nzc3LWE3OWUtZjY5MThlNWNiYTBiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b920,20. Den of Thieves 2: Pantera,2025,6.4,N/A,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",https://www.imdb.com/title/tt8008948/?ref_=sr_t_20,"https://m.media-amazon.com/images/M/MV5BZGIyYTI5N2QtZmQ5ZC00NDE4LThhYWMtNGE5NjI1OGU2M2NjXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b921,21. Solo Leveling,2024–,8.4,TV Series,Follows the adventures of Sung Jinwoo in a world that is constantly threatened by monsters and evil forces. In his battles Sung transforms himself from the weakest hunter of all mankind to one of the strongest hunters in existence.,https://www.imdb.com/title/tt21209876/?ref_=sr_t_21,"https://m.media-amazon.com/images/M/MV5BM2M4YzdkMTEtMjUyYy00ZWY0LWI5ODQtNGRkZWQ1MzU5MWM2XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
b922,22. Love Hurts,2025,5.4,N/A,"A realtor is pulled back into the life he left behind after his former partner-in-crime resurfaces with an ominous message. With his crime-lord brother also on his trail, he must confront his past and the history he never fully buried.",https://www.imdb.com/title/tt30788842/?ref_=sr_t_22,"https://m.media-amazon.com/images/M/MV5BZDg3Yjc2ZmQtZjliYi00MjIwLWEwZDgtMjFkMzE2ZmYyMjM0XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
b923,23. Deva,2025,7.8,N/A,A brilliant yet rebellious police officer uncovers a web of deceit and betrayal while investigating a high-profile case.,https://www.imdb.com/title/tt27852049/?ref_=sr_t_23,"https://m.media-amazon.com/images/M/MV5BZTllOTk2MDgtZmZmYy00MDBhLThiMzctNzhmNTk5ODdkZTcwXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
b924,24. Pushpa: The Rule - Part 2,2024,6.2,N/A,"A smuggling kingpin faces off against a vengeful rival while manipulating politics, making big deals, and navigating tense confrontations. A public apology leads to a dramatic showdown, ending with challenge.",https://www.imdb.com/title/tt16539454/?ref_=sr_t_24,"https://m.media-amazon.com/images/M/MV5BNWU1ZWFhNGQtZDhlZC00ZWFlLTlmNmEtN2VmYmZiN2Y5ZmQ2XkEyXkFqcGc@._V1_QL75_UX140_CR0,9,140,207_.jpg"
b925,25. NCIS,2003–,7.8,TV Series,"Follows the Major Case Response Team (MCRT) from the Naval Criminal Investigative Service (NCIS), as they get to the bottom of criminal cases connected to Navy and Marine Corps personnel.",https://www.imdb.com/title/tt0364845/?ref_=sr_t_25,"https://m.media-amazon.com/images/M/MV5BZGExNmI3NDMtMjYxYS00Y2ZmLTlkNmItMGNkNTQ1MzA1ZGM1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b926,1. Paradise,2025–,7.9,TV Series,A Secret Service agent investigates the murder of a former president in a seemingly peaceful community.,https://www.imdb.com/title/tt27444205/?ref_=sr_t_1,"https://m.media-amazon.com/images/M/MV5BODU0MGE1NzMtYzFiNS00OWY1LThmYTUtZDE5NDIwZDNmMWRlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b927,2. The Night Agent,2023–,7.5,TV Series,"Low-level FBI agent Peter Sutherland works in the basement of the White House manning a phone that never rings - until the night it does, propelling him into a conspiracy that leads all the way to the Oval Office.",https://www.imdb.com/title/tt13918776/?ref_=sr_t_2,"https://m.media-amazon.com/images/M/MV5BYjVmZWZkMTktODNiYS00YTYzLWE4NDAtYTgwOGFhYjc4ZGQ4XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
b928,3. The Fantastic Four: First Steps,2025,N/A,N/A,"Marvel's First Family face their most daunting challenge yet. Forced to balance their roles as heroes with the strength of their family bond, they must defend Earth from a ravenous space god called Galactus and his herald, Silver Surfer.",https://www.imdb.com/title/tt10676052/?ref_=sr_t_3,"https://m.media-amazon.com/images/M/MV5BOGI1YmY2OGMtYTZkYi00ZTI2LWEwZjUtNzVmY2Q2MjA1MGFkXkEyXkFqcGc@._V1_QL75_UX140_CR0,21,140,207_.jpg"
b929,4. Jurassic World Rebirth,2025,N/A,N/A,"Five years post-Jurassic World Dominion, an expedition braves isolated equatorial regions to extract DNA from three massive prehistoric creatures for a groundbreaking medical breakthrough.",https://www.imdb.com/title/tt31036941/?ref_=sr_t_4,"https://m.media-amazon.com/images/M/MV5BYjlmODRkM2YtMDAxOS00ZTA5LTgyYWYtZWI2NjRjMzRkODU0XkEyXkFqcGc@._V1_QL75_UX140_CR0,7,140,207_.jpg"
b930,5. The Recruit,2022–,7.4,TV Series,"Owen Hendricks, a CIA lawyer becomes involved in massive international conflicts with dangerous parties after an asset tries to expose her relationship to the agency.",https://www.imdb.com/title/tt16030542/?ref_=sr_t_5,"https://m.media-amazon.com/images/M/MV5BOTgyOGQ3ZTEtMGQ0Ni00YjI1LTgxYjItOTJjMjhiZWE1YWZkXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b931,6. Invincible,2021–,8.6,TV Series,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,https://www.imdb.com/title/tt6741278/?ref_=sr_t_6,"https://m.media-amazon.com/images/M/MV5BZjE4ZDU4ZjMtZjliYS00M2ZmLThkNTItN2U3MmJjOGU0NmIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b932,7. American Primeval,2025,8.1,TV Mini Series,"It follows the gritty and adventurous exploration of the birth of the American West, the violent collisions of cults, religion, and men and women fighting for control of the new world.",https://www.imdb.com/title/tt24069848/?ref_=sr_t_7,"https://m.media-amazon.com/images/M/MV5BZDQ5ZDVkOWUtZTM2NC00MDcxLTgzY2ItNmJkOGVkMTRmZmQxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b933,8. Squid Game,2021–2025,8.0,TV Series,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits with deadly high stakes: a survival game that has a whopping 45.6 billion-won prize at stake.",https://www.imdb.com/title/tt10919420/?ref_=sr_t_8,"https://m.media-amazon.com/images/M/MV5BMTg5NjY0NGEtMDFhOS00MzJiLTg1NWEtZDhhNWQ5MmE4ZWIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b934,9. Game of Thrones,2011–2019,9.2,TV Series,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",https://www.imdb.com/title/tt0944947/?ref_=sr_t_9,"https://m.media-amazon.com/images/M/MV5BMTNhMDJmNmYtNDQ5OS00ODdlLWE0ZDAtZTgyYTIwNDY3OTU3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b935,10. The Rookie,2018–,8.0,TV Series,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.",https://www.imdb.com/title/tt7587890/?ref_=sr_t_10,"https://m.media-amazon.com/images/M/MV5BMzc2MDdkZDUtZjZlYy00MGMyLWJkNzUtMTMxY2FkZjZjYmEyXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
b936,11. Gladiator II,2024,6.6,N/A,"After his home is conquered by the tyrannical emperors who now lead Rome, Lucius is forced to enter the Colosseum and must look to his past to find strength to return the glory of Rome to its people.",https://www.imdb.com/title/tt9218128/?ref_=sr_t_11,"https://m.media-amazon.com/images/M/MV5BMWYzZTM5ZGQtOGE5My00NmM2LWFlMDEtMGNjYjdmOWM1MzA1XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b937,12. Captain America: Brave New World,2025,6.1,N/A,"Sam Wilson, the new Captain America, finds himself in the middle of an international incident and must discover the motive behind a nefarious global plan.",https://www.imdb.com/title/tt14513804/?ref_=sr_t_12,"https://m.media-amazon.com/images/M/MV5BNDRjY2E0ZmEtN2QwNi00NTEwLWI3MWItODNkMGYwYWFjNGE0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
b938,13. Your Friendly Neighborhood Spider-Man,2025–,6.5,TV Series,"The animated series follows Peter Parker on his way to becoming Spider-Man in the MCU, with a journey unlike we've ever seen and a style that celebrates the character's early comic book roots.",https://www.imdb.com/title/tt16027074/?ref_=sr_t_13,"https://m.media-amazon.com/images/M/MV5BNjdiYjdmNGQtZTgzZC00MzgzLThkODctYzM4ZjRjOWJmNWFhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b939,14. Dog Man,2025,6.4,N/A,"Dog Man, half dog and half man, he is sworn to protect and serve as he doggedly pursues the feline supervillain Petey the Cat.",https://www.imdb.com/title/tt10954718/?ref_=sr_t_14,"https://m.media-amazon.com/images/M/MV5BNDVlZGQyM2MtNjA2OS00MjdkLThiNDQtZTYzMTA1MGU3M2M0XkEyXkFqcGc@._V1_QL75_UX140_CR0,7,140,207_.jpg"
b940,15. The Day of the Jackal,2024–,8.2,TV Series,The Jackal is an elusive assassin who makes his living carrying out hits for the highest fee. He soon meets his match in a tenacious British intelligence officer who tracks him down in a thrilling cat-and-mouse chase across Europe.,https://www.imdb.com/title/tt24053860/?ref_=sr_t_15,"https://m.media-amazon.com/images/M/MV5BYmI3NDY1MGYtNTJmNy00NjA3LTk1OWUtM2IyN2M3MjFiMTZkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
b941,16. Sonic the Hedgehog 3,2024,7.0,N/A,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched, Team Sonic must seek out an unlikely alliance.",https://www.imdb.com/title/tt18259086/?ref_=sr_t_16,"https://m.media-amazon.com/images/M/MV5BMjZjNjE5NDEtOWJjYS00Mjk2LWI1ZDYtOWI1ZWI3MzRjM2UzXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
b942,17. Flight Risk,2025,5.5,N/A,"A pilot transports an Air Marshal accompanying a fugitive to trial. As they cross the Alaskan wilderness, tensions soar and trust is tested, as not everyone on board is who they seem.",https://www.imdb.com/title/tt10078772/?ref_=sr_t_17,"https://m.media-amazon.com/images/M/MV5BY2Q3YjMyZjItNjdjNS00NzFjLTljMWYtMmZjMGQ5YTVjYWY5XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b943,18. The Hunting Party,2025–,6.2,TV Series,"Follows a small team of investigators who are assembled to track down and capture the most dangerous killers ever seen, all of whom have just escaped from a top-secret prison that's not supposed to exist.",https://www.imdb.com/title/tt21906554/?ref_=sr_t_18,"https://m.media-amazon.com/images/M/MV5BYmQ2MWUzMDYtZmUzYS00MjRmLWJkMjktOTgxN2M0ZjE5NDZlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b944,19. Back in Action,2025,5.9,N/A,Former CIA spies Emily and Matt are pulled back into espionage after their secret identities are exposed.,https://www.imdb.com/title/tt21191806/?ref_=sr_t_19,"https://m.media-amazon.com/images/M/MV5BMWQ4YWYxYTAtZTlhNC00Nzc3LWE3OWUtZjY5MThlNWNiYTBiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
b945,20. Den of Thieves 2: Pantera,2025,6.4,N/A,"Big Nick is back on the hunt in Europe and closing in on Donnie, who is embroiled in the treacherous world of diamond thieves and the infamous Panther mafia, as they plot a massive heist of the world's largest diamond exchange.",https://www.imdb.com/title/tt8008948/?ref_=sr_t_20,"https://m.media-amazon.com/images/M/MV5BZGIyYTI5N2QtZmQ5ZC00NDE4LThhYWMtNGE5NjI1OGU2M2NjXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
